NATIONALITY,COUNTRY_DESCRIPTION,AGE_GROUP,IF_TRAVEL_ALONE,TRAVELLING_WITH,AGE_GROUP1_SIZE (<18),AGE_GROUP2_SIZE (18-24),AGE_GROUP3_SIZE (25-44),AGE_GROUP4_SIZE (45-64),AGE_GROUP5_SIZE (65+),NO_FEMALE,NO_MALE,PURPOSE_CODE,PURPOSE_OTHER,ACTIVITY_MAIN,ACTIVITY_OTHERS,INFO_SOURCE,INFO_SOURCE_OTHERS,INFO_RADIO_TV_WEB,TOUR_ARRANGEMENT,PAC_TRANSPORT_INT,PAC_ACCOMODATION,PAC_FOOD,PAC_TRANSPORT_TZ,PAC_SIGHTSEEING,PAC_GUIDED_TOUR,PAC_INSURANCE,PAC_OTHER_ITEM,PACKAGE_COST,IF_GROUP_PACKAGE,NIGHTS_SPENT,NIGHTS_MAINLAND,NIGHTS_ZANZIBAR,CURRENCY1,CURRENCY2,SPENT_AMOUNT_TZ,ACCOMODATION,ACC_HOTEL,ACC_OTHERS,FOOD_DRINK,TRANS_AIR,TRANS_ROAD,TRANS_WATER,TRANS_RAILWAY,TRANS_RENTAL,COST_TRANSPORT_TZ,EXP_CULT_SERVICE,EXP_SPORT,EXP_SIGHTSEEING,MOUNTAIN_CLIMBING,HUNTING,GATE_FEES,VISA_TAXES,EXP_SHOPPING,EXP_OTHER,EXP_OTHER_DETAIL,IF_GROUP_BREAKDOWN,PAYMENT_MODE,PAYMENT_MODE_OTHERS,TZ_COST_COMPARISON,IF_FIRST_TRIP_TZ,MOST_IMPRESSING_TZ1,MOST_IMPRESSING_TZ2,MOST_IMPRESSING_TZ3,MOST_IMPRESSING_TZ4,IMPROVEMENT_AREAS1,IMPROVEMENT_AREAS2,IMPROVEMENT_AREAS3,IMPROVEMENT_AREAS4,OTHER1,OTHER2,OTHER3,VERIFICATION_FLAG,TRAVEL_ELSE_AFRICA
BRITISH,UNITED KINGDOM,1Others (please specify)-24,YES,,0,0,0,0,0,1,0,Volunteering,,Cultural tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,,"2,100",No,13,12,0,GBP,USD,162,,0,0,20,0,10,0,0,0,,0,0,2,0,0,0,40,90,0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
AMERICAN,UNITED KINGDOM,45-64,YES,,0,0,0,0,0,0,1,Business,,Hunting tourism,INSURANCE,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,No,No,No,No,,"4,000",Yes,4,4,0,USD,USD,500,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,500,0,,Yes,Cash,,,No,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
IRISH,IRELAND,1Others (please specify)-24,YES,,0,0,0,0,0,1,0,Volunteering,,Cultural tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,,"2,100",No,13,12,0,GBP,TZS,242Others (please specify)50,,0,0,"60,000",0,0,0,0,0,,0,0,0,0,0,0,Others (please specify)2Others (please specify)50,"100,000",0,,No,Cash,,,Yes,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
JAPANESE,JAPAN,1Others (please specify)-24,YES,Alone,0,0,0,0,0,0,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,11,4,,USD,"1,500",,200,0,100,0,100,0,0,0,,0,0,0,"1,000",0,0,50,0,50,,Yes,Cash,,,Yes,Good service0,,,Good service1," Improve Facilities (Toilets, Water,...)",,,,,,,0,
KENYAN,KENYA,1Others (please specify)-24,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Cultural tourism,,Others (please specify),,NEIGHBOURING COUNTRY,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,EUR,220,,70,50,60,0,20,0,0,0,,0,0,0,0,0,0,0,40,0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
ITALIAN,ITALY,25-44,NO,With Spouse and Children,1,0,0,1,0,2,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,,"5,000",Yes,7,0,7,EUR,EUR,Others (please specify)00,,0,0,0,0,0,0,0,0,,0,0,300,0,0,0,300,200,0,,Yes,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife,Satisfies and Hope Come Back.Friendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly People," Improve Facilities (Toilets, Water,...)0"," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,,0,
ITALIAN,ITALY,25-44,NO,With Spouse and Children,2,0,0,1,0,2,2,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,No,,"6,000",Yes,Others (please specify),0,Others (please specify),EUR,EUR,500,,0,0,0,0,0,0,0,0,,0,500,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,Good service,,,Good service," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,,,0,
BRITISH,UNITED KINGDOM,45-64,NO,With Spouse and Children,3,2,0,1,0,4,3,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,7,0,,USD,Others (please specify)100,,0,0,500,0,0,0,0,0,,0,0,"7,000",0,0,0,350,250,0,,No,Cash,,,No,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,25-44,NO,With Other Friends/Relatives,0,1,2,0,0,2,2,Business,,Wildlife tourism0,,Others (please specify),,WEB,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,0,,USD,"2,500",,"2,000",0,500,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,,0,
FRENCH,FRANCE,45-64,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Conference tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"2,000",No,10,Others (please specify),0,EUR,USD,650,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50,400,500,Tips,No,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature",, Wildlife, Improve on Roads Improve on Security/Safety,,,,,,,0,
BRITISH,UNITED KINGDOM,1Others (please specify)-24,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,,"1,500",No,16,10,0,GBP,TZS,"130,000",,0,0,"40,000",0,0,0,0,0,,0,0,0,0,0,0,0,0,"95,000",,No,Cash,,,No, Wildlife,Friendly People,,1, Improve on Roads,Too many tips demanded/ Corruption,,,,,,0,
ITALIAN,ITALY,45-64,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,Others (please specify),,WEB,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2Others (please specify),0,,USD,"1,510",,0,400,360,0,170,0,0,0,,0,0,4Others (please specify)0,0,0,50,50,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
FRENCH,FRANCE,45-64,NO,With Other Friends/Relatives,2,0,1,0,2,2,4,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,No,,"14,000",Yes,14,0,14,USD,USD,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,65+,NO,With Spouse,0,0,0,0,1,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"15,000",Yes,21,10,0,USD,USD,250,,0,0,250,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
KENYAN,KENYA,45-64,NO,With Children,1,0,0,0,0,2,0,Other,EAST AFRICAN GAMES,Hunting tourism,SPORTS TOURISM,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,TZS,"510,000",,"150,000",0,"50,000",0,"240,000",0,0,0,,0,0,0,0,0,0,0,"70,000",0,,Yes,Cash,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,1Others (please specify)-24,NO,With Other Friends/Relatives,0,0,0,1,1,1,2,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,No,,"72,000",Yes,10,0,10,ZAR,USD,330,,0,0,0,0,0,0,0,0,,0,60,170,0,0,0,0,10,60,,Yes,Cash,,,No,Friendly People, Wildlife,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ITALIAN,ITALY,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,No,Yes,No,,Others (please specify)500,Yes,17,11,3,USD,USD,700,,0,0,175,0,0,0,0,0,,0,125,0,0,0,0,100,100,200,,Yes,Cash,,,Yes, Wildlife,Others (please specify),, Wildlife," Improve Facilities (Toilets, Water,...)", Improve on Security/Safety,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,45-64,NO,With Spouse and Children,2,1,1,0,0,2,3,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,No,,"65,000",Yes,7,0,7,ZAR,ZAR,"5,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"3,000","2,000",,Yes,Cash,,,Yes,Friendly People,,,Friendly People, Improve on RoadsWider Acceptability of Credit Cards at Tourism Establishments,,,,,,,0,
DANISH,DENMARK,25-44,YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"20,000",Yes,9,9,0,DKK,USD,225,,0,0,0,0,40,0,0,0,,0,0,0,0,0,0,50,0,135,TIPS,Yes,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
ITALIAN,ITALY,45-64,YES,Alone,0,0,0,0,0,0,1,Leisure and Holidays,,Beach tourism,,"Radio, TV, Web (please specify)",,PAST EXPERIENCE,Package Tour,Yes,Yes,Yes,No,No,No,No,,"1,700",Yes,14,0,14,EUR,EUR,700,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,500,200,,Yes,Cash,,,Yes,Good service,,,Good service," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
GERMAN,GERMANY,45-64,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"3,500",No,19,6,0,EUR,USD,170,,0,0,20,0,0,0,0,0,,0,0,0,0,0,0,50,70,30,TIPS,No,Cash,,,Yes, Wildlife,Friendly People,,1," Improve Facilities (Toilets, Water,...)0"," Improve Facilities (Toilets, Water,...)",,,,,,0,
GERMAN,GERMANY,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Beach tourism,,Others (please specify),INTERNET,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,7,,EUR,"3,000",,"2,000",0,400,0,100,0,0,0,,0,100,150,0,0,50,0,200,0,,Yes,Cash,,,Yes,Good serviceGood service,Friendly People,,Good serviceGood service," Improve Facilities (Toilets, Water,...) Improve on Roads", Improve on Roads Improve on Security/Safety,,,,,,0,
FRENCH,FRANCE,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Beach tourism,,Others (please specify),,,Package Tour,Yes,Yes,Yes,Yes,No,No,No,,"5,000",Yes,7,0,7,EUR,USD,400,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,300,100,,Yes,Cash,,,Yes,Satisfies and Hope Come Back,Good service0,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
BRITISH,UNITED KINGDOM,1Others (please specify)-24,YES,Alone,0,0,0,0,0,0,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"2,650",No,0,13,3,EUR,USD,700,,0,0,300,0,0,0,0,0,,0,0,20,0,0,0,40,200,140,TIPS,No,Cash,,,Yes,Friendly People,,,Friendly People,Flycatchers/ vendors are annoying,,,,,,,0,
KENYAN,KENYA,25-44,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Beach tourism,,"Newspaper, magazines,brochures",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"1,300",Yes,3,0,3,USD,KES,"45,000",,0,0,0,0,0,0,0,0,,0,"20,000",0,0,0,0,0,"15,000","10,000",TIPS,Yes,Cash,,,No,Good serviceGood service,,,Good serviceGood service, Improve on RoadsFlycatchers/ vendors are annoying,,,,,,,0,
BRITISH,UNITED KINGDOM,25-44,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"1,500",No,10,3,0,EUR,TZS,Others (please specify)9500,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Others (please specify)3000,"5,500","1,000",,No,Cash,,,Yes,"Wonderful Country, Landscape, Nature", Wildlife,, Wildlife," Improve Facilities (Toilets, Water,...)",,,,,,,0,
BRITISH,UNITED KINGDOM,25-44,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,10,0,,USD,"3,550",,500,0,200,0,0,500,0,0,,0,0,300,"2,000",0,0,50,0,0,,No,Cash,,,No,Others (please specify),,,Others (please specify),Too many tips demanded/ Corruption,,,,,,,0,
GERMAN,GERMANY,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,,"12,000",Yes,20,13,7,USD,USD,"2,000",,0,0,0,0,0,0,0,0,,"1,000",0,0,0,0,0,0,"1,000",0,,Yes,Credit Card,,,Yes,Excellent Experience,,,Excellent Experience," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ITALIAN,ITALY,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,7,,EUR,"3,500",,"2,000",0,0,0,0,0,0,0,,0,200,500,0,0,0,0,300,500,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,45-64,NO,With Other Friends/Relatives,0,0,2,9,0,5,7,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,No,,"12,000",Yes,3,0,3,USD,USD,"2,500",,0,0,"1,000",0,0,0,0,0,,0,0,"1,000",0,0,0,0,500,0,,Yes,Cash,,,No,Friendly People, Wildlife,,No comments," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,,,,,0,
CHINESE,CHINA,45-64,YES,,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Newspaper, magazines,brochures",,,Package Tour,Yes,No,No,No,Yes,Yes,Yes,,"10,000",Yes,1Others (please specify),1Others (please specify),0,USD,USD,"4,000",,"3,700",0,300,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Credit Card,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,business,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,No,No,No,No,,"26,000",Yes,7,0,7,ZAR,USD,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)",,,,,,,0,
SPANISH,SPAIN,25-44,NO,With Spouse and Children,1,1,0,2,0,2,3,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"15,000",Yes,12,6,6,EUR,EUR,Others (please specify)00,,0,0,0,0,0,0,0,0,,0,500,0,0,0,0,0,0,300,GIFT AND TIPS,Yes,Cash,,,Yes, Wildlife,Good serviceGood service,, Wildlife," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,,,,,0,
DJIBOUT,DJIBOUT,25-44,YES,,0,0,0,0,0,0,1,Meetings and Conference,,Mountain climbing,,Tanzania Mission Abroad,,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,USD,"1,000",,500,0,200,0,0,0,0,0,,0,0,0,0,0,0,0,200,100,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
KENYAN,KENYA,25-44,NO,With Children,1,0,0,0,0,0,2,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,15,,USD,"1,500",,Others (please specify)00,0,400,0,0,0,0,0,,0,0,0,0,0,0,0,0,300,GIFT AND TIPS,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)",,,,,,,0,
KENYAN,KENYA,25-44,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Cultural tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,21,0,,TZS,"1,250,000",,"250,000",0,"100,000",0,"100,000",0,0,0,,0,0,0,0,0,0,0,Others (please specify)00000,0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,,0,
ITALIAN,ITALY,25-44,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,10,,EUR,600,,300,0,0,0,0,0,0,100,,100,0,50,0,0,0,0,50,0,,Yes,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature",, Wildlife," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)", Improve on Roads Improve on Security/Safety,,,,,,0,
GERMAN,GERMANY,25-44,NO,With Other Friends/Relatives,0,0,1,0,0,2,0,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"3,600",Yes,6,0,6,EUR,USD,"1,200",,0,300,100,200,0,0,0,0,,0,0,0,0,0,400,0,200,0,,Yes,Cash,,,Yes,Good service0,,,Good service1," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,,,0,
CHINESE,CHINA,65+,NO,With Spouse,0,0,0,0,1,1,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,,"3,400",No,7,0,7,USD,USD,"2,000",,500,0,0,0,0,0,0,0,,0,0,500,0,0,0,0,200,Others (please specify)00,,Yes,Credit Card,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SPANISH,SPAIN,45-64,NO,With Spouse and Children,2,0,1,0,0,3,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,,"10,000",Yes,Others (please specify),4,4,EUR,USD,"2,000",,0,0,500,0,0,0,0,0,,0,0,0,0,0,0,0,"1,500",0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,,,0,
BELGIAN,BELGIUM,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,Others (please specify),9,,USD,"2,001",,600,0,175,0,0,0,0,0,,Others (please specify),0,900,0,0,0,200,11Others (please specify),0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People, Improve on RoadsOthers (please specify)," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,0,
FRENCH,FRANCE,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,,"10,000",Yes,13,10,3,EUR,EUR,"1,000",,0,0,0,0,0,0,0,0,,0,0,50,0,0,0,100,400,450,GIFT AND TIPS,Yes,Cash,,,Yes,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
BRITISH,UNITED KINGDOM,45-64,NO,With Children,1,1,0,0,0,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,No,No,,"13,000",Yes,14,14,0,GBP,GBP,"2,000",,"1,200",200,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,600,MEDICAL,Yes,Cash,,,Yes,Friendly People, Wildlife,,Satisfies and Hope Come Back, Improve on Roads Improve on Security/Safety,,,,,,,0,
KENYAN,KENYA,65+,YES,Alone,0,0,0,0,0,1,0,Visiting Friends and Relatives,,Hunting tourism,VISITISING MARKET,Others (please specify),NEIGHBOURING COUNTRY,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,TZS,"314,400",,"50,000","20,000",0,0,"56,400",0,0,0,,0,0,0,0,0,0,0,1Others (please specify)Others (please specify)000,0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
BRITISH,UNITED KINGDOM,25-44,NO,With Other Friends/Relatives,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,No,Yes,Yes,No,,Others (please specify)000,Yes,14,14,0,GBP,USD,500,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,200,500,300,,Yes,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife, Wildlife,Wider Acceptability of Credit Cards at Tourism Establishments,,,,,,,0,
BRITISH,UNITED KINGDOM,25-44,YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,10,0,,USD,700,,0,Others (please specify)5,15,0,0,0,0,0,,0,0,0,500,0,0,0,100,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
DUTCH,NETHERLANDS,45-64,NO,With Children,0,1,0,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,Others (please specify),,BOOKS,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,15,5,,USD,"2,700",,150,140,110,135,140,0,0,0,,0,0,"1,600",0,0,0,100,200,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,No,No,,"6,000",No,22,17,5,USD,USD,"6,000",,0,0,0,0,0,0,0,0,,0,0,0,"4,000",0,0,0,"2,000",0,,No,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
BRITISH,UNITED KINGDOM,45-64,NO,With Children,0,2,0,0,0,2,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"10,000",Yes,0,7,0,GBP,USD,"2,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,"1,370",150,0,100,,Yes,Cash,,,No,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"1,000",No,3,3,0,USD,USD,150,,0,0,50,0,0,0,0,0,,0,0,0,0,0,100,0,0,0,,No,Cash,,,Yes,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)",,,,,,,0,
FRENCH,FRANCE,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"9,000",,6,6,0,EUR,USD,350,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,350,0,,Yes,Credit Card,,,Yes, Wildlife,,, Wildlife,Slow airport procedures/ slow processing of VISA at Entry,,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,25-44,YES,,0,0,0,0,0,1,0,Volunteering,,Beach tourism,,Trade fair,,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,Others (please specify),0,,USD,Others (please specify)000,,0,"3,000","1,000",0,0,0,0,0,,0,0,0,0,0,0,0,"2,000",0,,Yes,Cash,,,Yes,Friendly People, Wildlife,,No comments," Improve Facilities (Toilets, Water,...)",,,,,,,0,
