nationality,country_description,age_group,if_travel_alone,travelling_with,no_female,no_male,total_travellers,purpose_code,purpose_other,activity_main,activity_others,info_source,info_source_others,info_radio_tv_web,tour_package,pac_transport_int,pac_accomodation,pac_food,pac_transport_tz,pac_sightseeing,pac_guided_tour,pac_insurance,currency1,package_cost,if_group_package,nights_mainland,nights_zanzibar,currency2,spent_amount_tz,acc_hotel,acc_others,food_drink,trans_air,trans_road,trans_water,trans_railway,trans_rental,cost_transport_tz,exp_cult_service,exp_sport,exp_sightseeing,mountain_climbing,hunting,gate_fees,visa_taxes,exp_shopping,exp_other,exp_other_detail,if_group_breakdown,payment_mode,payment_mode_others,if_first_trip_tz,most_impressing_tz1,most_impressing_tz2,most_impressing_tz3,most_impressing_tz4,improvement_areas1,improvement_areas2,improvement_areas3,improvement_areas4
LEBANESE,LEBANON,25-44,0,With Other Friends/Relatives,0,2,2,Meetings and Conference,,Mountain climbing,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,6,0,USD,1000,0,0,400,0,0,0,0,0,,0,0,100,0,0,0,100,400,0,,0,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)",,,
AMERICAN,UNITED STATES OF AMERICA,25-44,1,Alone,1,0,1,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,15,0,TZS,6523000,400000,0,150000,0,50000,0,0,100000,,75000,0,4973000,200000,0,0,175000,0,400000,,0,Cash,,0,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
KENYAN,KENYA,25-44,0,With Children,2,1,3,Visiting Friends and Relatives,,Beach tourism,,Others (please specify),,USED O BE RESDENT,0,0,0,0,0,0,0,0,,0,,7,0,USD,1700,1500,0,120,0,60,0,0,0,,0,0,0,0,0,0,0,20,0,,1,Cash,,0, Wildlife,,, Wildlife, Improve on Roads,,,
SWISS,SWIZERLAND,18-24,0,With Other Friends/Relatives,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,0,0,1,0,CHF,1800,0,10,8,USD,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,Cash,,1, Wildlife,Good serviceGood service,, Wildlife," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
SOUTH AFRICAN,SOUTH AFRICA,25-44,1,Alone,0,1,1,Visiting Friends and Relatives,,Hunting tourism,VISITING FAMILY,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,140000,0,50000,0,0,40000,0,0,0,,0,0,50000,0,0,0,0,0,0,,1,Cash,,0,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,25-44,1,,1,0,1,Meetings and Conference,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,13,1,USD,700,0,100,50,300,0,0,0,0,,0,0,0,0,0,150,0,100,0,,1,Cash,,0,Good service,,,Good service,Wider Acceptability of Credit Cards at Tourism Establishments,Wider AcceptabSlow/poor customer services,,
INDIAN,INDIA,25-44,1,Alone,0,1,1,Meetings and Conference,,Mountain climbing,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,1,0,USD,640,340,0,0,50,0,0,0,0,,0,0,0,0,0,0,0,250,0,,1,Credit Card,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AUSTRIAN,AUSTRIA,25-44,0,With Spouse,0,2,2,Leisure and Holidays,,Beach tourism,,"Radio, TV, Web (please specify)",,INTERNET,0,0,0,0,0,0,0,0,,0,,0,11,USD,2000,600,400,0,600,0,0,0,0,,0,0,300,0,0,0,0,100,0,,0,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)"," Improve Facilities (Toilets, Water,...)0",,
KENYAN,KENYA,18-24,1,,1,0,1,Visiting Friends and Relatives,,Hunting tourism,FRIENDS,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,TZS,90000,0,0,50000,0,0,0,0,0,,0,0,0,0,0,0,0,40000,0,,1,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
CHINESE,CHINA,65+,1,,1,0,1,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,1,0,1,1,1,1,1,0,USD,2000,1,15,5,USD,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,Cash,,1,Friendly People,,,Friendly People, Improve on Roads,,,
GERMAN,KENYA,45-64,1,,0,1,1,Business,,Wildlife tourism,,Trade fair,,,0,0,0,0,0,0,0,0,,0,,3,0,USD,200,200,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
FRENCH,FRANCE,25-44,0,With Spouse and Children,2,2,4,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,9,4,USD,10000,1000,3000,2000,0,500,500,0,0,,2000,300,600,0,0,0,0,100,0,,1,Cash,,1,Good service,,,Good service," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
RWANDESE,RWANDA,25-44,1,Alone,0,1,1,Visiting Friends and Relatives,,Bird watching,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,10,0,USD,200,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,25-44,1,Alone,0,1,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,1,0,1,0,1,0,0,0,USD,2900,1,11,6,USD,600,150,250,0,0,0,80,0,0,,0,0,0,0,0,0,0,50,0,,1,Cash,,1,Friendly People,,,Friendly People, Improve on Security/Safety," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,
INDIAN,INDIA,25-44,1,,1,0,1,Meetings and Conference,,Mountain climbing,,Others (please specify),,internet,0,0,0,0,0,0,0,0,,0,,4,0,USD,1336,1126,100,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,0,,0,Cash,,1,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)0"," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,
CANADIAN,CANADA,25-44,0,With Spouse and Children,2,2,4,Visiting Friends and Relatives,,Beach tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,0,1,USD,1000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1000,0,,1,Cash,,0,Friendly People,,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
FRENCH,FRANCE,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Cultural tourism,,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,50,10,USD,4360,1200,400,800,0,200,0,400,0,,0,0,0,0,0,100,200,1060,0,,1,Cash,,1,Good serviceGood service,"Wonderful Country, Landscape, Nature",,Good serviceGood service, Improve on RoadsWider Acceptability of Credit Cards at Tourism Establishments,,,
AUSTRALIAN,AUSTRALIA,25-44,1,,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,10,5,USD,2000,1500,0,0,300,100,0,0,0,,0,0,50,0,0,0,0,50,0,,1,Cash,,1,Friendly People,"Wonderful Country, Landscape, Nature",Good serviceGood service, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ARGENTINIAN,ARGENTINA,25-44,0,With Spouse and Children,1,3,4,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,0,0,0,1,0,USD,15000,1,5,2,USD,2000,1000,0,1000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Credit Card,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BRITISH,AUSTRALIA,45-64,0,With Spouse,1,1,2,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,8,0,USD,2500,0,0,800,0,0,0,0,0,,0,0,1500,0,0,0,0,200,0,,1,Cash,,1, Wildlife,Friendly People,,1, Improve on Roads,,,
ITALIAN,RWANDA,25-44,0,With Other Friends/Relatives,2,1,3,Leisure and Holidays,,Beach tourism,,"Radio, TV, Web (please specify)",,INTERNET,0,0,0,0,0,0,0,0,,0,,7,4,USD,4000,3000,0,1000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Credit Card,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature", Improve on Roads,Wider Acceptability of Credit Cards at Tourism Establishments,,
BRITISH,UNITED KINGDOM,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,1,1,1,1,1,1,1,1,GBP,2000,0,11,4,GBP,1000,250,200,200,0,100,0,0,0,,0,100,0,0,0,50,0,100,0,,1,Cash,,1, Wildlife,Friendly People,,1," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
OMANIS,OMAN,18-24,1,Alone,1,0,1,Visiting Friends and Relatives,,Hunting tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,0,TZS,400000,0,0,400000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,1,"Wonderful Country, Landscape, Nature",Friendly People,,2, Improve on Roads,,,
ITALIAN,ITALY,45-64,1,Alone,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,1,1,1,0,1,1,0,1,EUR,4800,0,13,6,USD,2000,0,0,1000,0,0,0,0,0,,0,0,0,0,0,0,0,1000,0,,0,Cash,,1, Wildlife,,, Wildlife, Improve on RoadsFlycatchers/ vendors are annoying,,,
BRITISH,FRANCE,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,0,7,USD,5000,4000,0,1000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Credit Card,,1,No comments,,,No comments,Too many tips demanded/ Corruption,,,
AMERICAN,UNITED STATES OF AMERICA,45-64,0,With Spouse and Children,2,1,3,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,12,2,USD,5000,0,3000,500,1000,0,0,0,0,,0,0,0,0,0,0,0,500,0,,1,Credit Card,,1, Wildlife,,, Wildlife, Improve on Roads,,,
AUSTRALIAN,AUSTRALIA,25-44,1,With Other Friends/Relatives,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,0,USD,6000,0,14,4,USD,100,0,0,50,0,0,0,0,0,,0,0,0,0,0,0,50,0,0,,0,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
GERMAN,GERMANY,45-64,0,With Spouse and Children,1,2,3,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,EUR,1000,,14,5,EUR,1000,0,0,600,0,0,0,0,0,,0,0,400,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,18-24,1,Alone,0,1,1,Visiting Friends and Relatives,,Cultural tourism,,Trade fair,,,0,0,0,0,0,0,0,0,,0,,21,0,USD,450,0,200,100,0,0,0,0,0,,0,0,100,0,0,0,0,50,0,,1,Cash,,1,Good serviceGood service, Wildlife,,Good serviceGood service," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
BURUNDESE,CANADA,25-44,1,Alone,1,0,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,5,USD,900,500,0,100,150,0,0,0,0,,0,50,0,0,0,0,0,100,0,,1,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
INDIAN,UAE,25-44,1,Alone,0,1,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,USD,990,0,800,0,0,120,0,0,0,,0,0,0,0,0,0,50,20,0,,0,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
PAKISTANIAN,PAKISTAN,25-44,1,Alone,0,1,1,Business,,Wildlife tourism,,"Friends, relatives",,,1,1,1,1,1,1,0,0,USD,7000,0,15,2,USD,3000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments, Improve on Roads,,,
GERMAN,GERMANY,18-24,1,Alone,1,0,1,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,18,2,EUR,5500,3000,0,1700,500,0,200,0,0,,0,0,0,0,0,0,0,100,0,,0,Credit Card,,1,Good serviceGood service,Friendly People,,Good serviceGood service," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BRITISH,UNITED KINGDOM,18-24,0,With Other Friends/Relatives,2,1,3,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,1,1,1,1,1,1,1,0,EUR,6000,1,17,3,TZS,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,Cash,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
SOUTH AFRICAN,SOUTH AFRICA,45-64,1,Alone,0,1,1,Business,,Wildlife tourism,,"Radio, TV, Web (please specify)",,WEB,1,1,1,0,1,0,0,0,USD,5000,,2,0,ZAR,200,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,200,0,,1,Cash,,0,Friendly People,,,Friendly People,Slow airport procedures/ slow processing of VISA at Entry,,,
PORTUGUESE,PORTUGAL,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,0,EUR,7000,1,9,4,EUR,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1, Wildlife,Friendly People,,1," Improve Facilities (Toilets, Water,...)0",,,
SWISS,SWIZERLAND,65+,0,With Other Friends/Relatives,1,3,4,Leisure and Holidays,,Diving and Sport Fishing,,Trade fair,,,0,0,0,0,0,0,0,0,,0,,20,0,USD,32000,4000,0,0,0,0,0,0,0,,0,0,0,428000,0,0,0,0,0,,0,Cash,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature", Improve on Roads,,,
BRITISH,UNITED KINGDOM,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,0,GBP,10000,1,5,5,GBP,560,0,0,0,0,0,0,0,0,,0,0,60,0,0,0,0,500,0,,1,Cash,,1,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)",,,
FRENCH,FRANCE,25-44,1,Alone,0,1,1,Leisure and Holidays,,Wildlife tourism,,Tanzania Mission Abroad,,,1,0,1,0,0,1,1,0,EUR,6500,,4,4,USD,1200,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...) Improve on Roads",,,
GERMAN,GERMANY,45-64,1,Alone,1,0,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,5,0,USD,1000,300,300,0,100,0,50,0,0,,0,0,150,0,0,0,0,100,0,,0,Cash,,1,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
CANADIAN,CANADA,18-24,1,Alone,1,0,1,Volunteering,,Hunting tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,16,0,TZS,1270000,560000,0,480000,0,150000,0,0,0,,0,0,0,0,0,0,80000,100000,0,,1,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)0",,,
UGANDAN,KENYA,25-44,0,With Children,0,3,3,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,8,0,TZS,1400000,0,0,1400000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife,Satisfies and Hope Come Back.Friendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
MALAWIAN,MALAWI,25-44,1,,0,1,1,Meetings and Conference,,Beach tourism,,"Travel, agent, tour operator",,,1,0,0,0,0,0,0,0,,0,,2,0,USD,200,200,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
KENYAN,KENYA,65+,1,Alone,1,0,1,Scientific and Academic,,Cultural tourism,,"Newspaper, magazines,brochures",,,1,1,1,1,1,0,0,0,USD,12000,1,14,0,TZS,80000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,80000,0,,1,Cash,,0, Wildlife,,, Wildlife,Slow airport procedures/ slow processing of VISA at Entry,,,
BRITISH,UNITED KINGDOM,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,1,1,1,1,1,0,0,0,GBP,6600,1,2,7,USD,470,0,0,20,0,0,0,0,0,,0,0,300,0,0,0,100,50,0,,1,Cash,,1,"Wonderful Country, Landscape, Nature",Friendly People,,2,Too many tips demanded/ Corruption,,,
ITALIAN,ITALY,25-44,1,Alone,0,1,1,Leisure and Holidays,,Hunting tourism,KITESURF,"Radio, TV, Web (please specify)",,WEB,0,0,0,0,0,0,0,0,,0,,5,0,USD,1000,0,500,200,0,0,0,0,0,,0,300,0,0,0,0,0,0,0,,,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",Wider Acceptability of Credit Cards at Tourism Establishments,,
CANADIAN,UAE,<18,0,With Other Friends/Relatives,2,1,3,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,30,0,TZS,10000000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Good service,,,Good service, Improve on Roads,,,
KENYAN,KENYA,25-44,1,,1,0,1,Meetings and Conference,,Mountain climbing,,"Friends, relatives",,,1,1,1,1,0,0,0,0,KES,20000,1,6,0,KES,100,0,100,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,No comments,,, Mountain Climbing," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,45-64,1,,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Radio, TV, Web (please specify)",WEB,,1,0,1,1,1,1,1,0,USD,1200,0,8,0,USD,2500,320,750,400,200,200,,0,0,,0,0,600,0,0,0,100,0,0,,0,Cash,,1,Good service,Friendly People,,Good service, Improve on Roads, Improve on RoadsToo many tips demanded/ Corruption,,
AUSTRALIAN,AUSTRALIA,25-44,0,With Other Friends/Relatives,1,1,2,Visiting Friends and Relatives,,Conference tourism,,Others (please specify),,LONELY PLANET GUIDE BOOK,0,0,0,0,0,0,0,0,,0,,26,0,USD,11195,340,0,181,0,169,0,0,0,,15,0,5100,3500,0,600,209,241,0,,1,Cash,,1,Excellent Experience,,,Excellent Experience,Wider Acceptability of Credit Cards at Tourism Establishments,,,
AMERICAN,UNITED STATES OF AMERICA,25-44,1,,1,0,1,Leisure and Holidays,,Cultural tourism,,"Radio, TV, Web (please specify)",,,0,0,0,0,0,0,0,0,AFA,0,0,0,4,TZS,700000,300000,0,0,50000,0,0,0,0,,0,50000,50000,0,0,0,0,0,0,,0,Credit Card,,1,Friendly People, Wildlife,,No comments,Wider AcceptabSlow/poor customer services,,,
BRITISH,UNITED KINGDOM,45-64,1,With Children,1,0,1,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,AUD,0,0,36,0,GBP,800,300,0,0,0,0,0,0,150,,,200,50,0,0,0,100,0,0,,1,Cash,,0, Wildlife,,, Wildlife, Improve on RoadsWider Acceptability of Credit Cards at Tourism Establishments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,
INDIAN,INDIA,25-44,1,,0,1,1,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,9,0,USD,1800,800,0,200,0,100,0,0,0,,0,0,200,0,0,0,50,0,450,,0,Cash,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
GERMAN,GERMANY,45-64,0,With Spouse,1,1,2,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,16,12,USD,2500,1000,100,0,500,0,0,0,0,,0,0,400,0,0,0,0,500,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
GHANAIAN,KENYA,25-44,1,Alone,0,1,1,Meetings and Conference,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,10,0,USD,1600,400,0,600,0,0,0,0,0,,0,0,0,0,0,0,0,600,0,,0,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
FRENCH,FRANCE,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,30,0,EUR,6150,3000,1000,0,1000,0,0,0,0,,100,0,1000,0,0,0,50,0,0,,1,Credit Card,,0,No comments,,,No comments,Wider Acceptability of Credit Cards at Tourism Establishments,,,
BRITISH,UNITED KINGDOM,<18,0,With Children,1,2,3,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,10,0,GBP,2000,1000,0,500,300,150,0,0,0,,0,0,0,0,0,0,150,0,0,,1,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BRITISH,UNITED KINGDOM,45-64,0,With Spouse and Children,2,2,4,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,0,1,0,1,0,GBP,4000,1,5,8,USD,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Friendly People, Wildlife, Wildlife,Satisfies and Hope Come Back. Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife WildlifeSatisfies and Hope Come Back," Improve Facilities (Toilets, Water,...) Improve on Roads"," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,
DUTCH,KENYA,45-64,0,With Other Friends/Relatives,2,2,4,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,10,5,USD,3900,500,100,0,0,0,0,0,0,,0,0,3000,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
SOUTH AFRICAN,SOUTH AFRICA,25-44,0,With Other Friends/Relatives,0,4,4,Business,,Wildlife tourism,,Tanzania Mission Abroad,,,1,1,1,0,0,0,0,0,USD,6000,1,13,0,ZAR,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1600,400,GIFT AND TIPS,1,Cash,,0,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature", Improve on Roads,,,
NIGERIAN,NIGERIA,25-44,1,Alone,0,1,1,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,4,0,USD,600,200,0,0,0,0,0,0,0,,200,0,0,0,0,0,0,200,0,,0,Cash,,1,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
RWANDESE,RWANDA,65+,1,Alone,1,0,1,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,0,2,USD,200,150,0,0,0,0,0,0,50,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ALGERIAN,ALGERIA,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Beach tourism,,"Radio, TV, Web (please specify)",,INTERNET,0,0,0,0,0,0,0,0,,0,,0,11,USD,2253,720,0,400,263,60,0,0,0,,60,0,400,0,0,0,100,250,0,,1,Cash,,1, Wildlife,Good serviceGood service,, Wildlife, Improve on Roads,,,
ITALIAN,ITALY,45-64,0,With Other Friends/Relatives,2,0,2,Leisure and Holidays,,Wildlife tourism,WEB,"Radio, TV, Web (please specify)",,,1,1,1,1,0,1,0,0,USD,1800,1,6,5,USD,1500,0,0,0,600,0,0,0,0,,200,200,0,0,0,0,0,300,200,,1,Cash,,1,Excellent Experience,,,Excellent Experience," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
JAPANESE,JAPAN,25-44,1,,1,0,1,Volunteering,,Cultural tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,27,2,USD,450,0,0,250,0,0,0,0,0,,0,0,0,50,0,0,0,150,0,,0,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
CHINESE,CHINA,25-44,0,With Other Friends/Relatives,2,2,4,Visiting Friends and Relatives,,Mountain climbing,,Trade fair,,,1,0,1,1,1,0,0,0,USD,2000,0,7,0,USD,200,0,0,100,100,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
GERMAN,GERMANY,45-64,0,With Children,0,2,2,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,0,TZS,2000000,1200000,0,600000,0,0,0,0,200000,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)0",,,
